"gene","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000134077",9.4714,9.493,9.5268,9.5391,9.617,9.6787,9.5604,9.4879
"ENSG00000134086",9.7233,9.6443,9.679,9.7319,9.7211,9.6799,9.783,9.7453
"ENSG00000134107",9.5154,8.6947,8.7539,8.1815,9.5767,9.5188,8.8627,8.1192
"ENSG00000134108",11.1184,11.364,11.2251,11.5729,11.2556,11.3436,11.1855,11.514
"ENSG00000134109",10.3555,10.3243,10.1665,10.5165,10.2324,10.787,10.3358,10.6498
"ENSG00000134121",8.1521,9.0895,7.8022,8.4877,7.8514,8.4248,7.1932,7.2881
"ENSG00000134138",9.7384,9.1169,10.2819,9.5032,9.6716,9.2553,10.521,9.8379
"ENSG00000134146",7.8992,7.9904,7.8705,8.0049,7.8648,8.0788,7.8183,7.8733
"ENSG00000134152",9.1781,9.2322,8.9364,9.1913,8.9843,9.1672,8.9217,9.1323
"ENSG00000134153",9.9395,10.1723,10.2356,10.5602,10.2169,10.3111,10.0635,10.1974
"ENSG00000134183",7.2302,7.1994,7.0742,6.7344,7.2626,7.1425,7.0595,7.1139
"ENSG00000134184",7.4322,7.3893,7.3853,7.2714,7.2309,7.175,7.4411,7.3403
"ENSG00000134186",10.2121,10.5624,10.1328,10.2913,10.4709,10.4578,10.3684,10.3885
"ENSG00000134198",7.2666,7.0952,7.3203,7.1845,6.9573,7.1252,7.694,7.3234
"ENSG00000134201",9.7384,9.3022,8.81,8.427,9.1572,8.6946,9.8806,9.2486
"ENSG00000134202",9.8557,9.6258,10.3457,10.1185,10.1467,9.7595,9.8222,9.6166
"ENSG00000134222",7.7211,8.0056,7.8836,7.8638,7.9715,8.1445,8.0686,7.9445
"ENSG00000134242",6.8725,7.0639,6.9571,7.2441,6.9917,7.2195,6.88,7.0216
"ENSG00000134243",10.6367,12.3658,11.4013,13.4636,11.2055,13.4227,10.9245,13.2298
"ENSG00000134245",8.4403,8.7635,8.8554,8.6362,8.9943,9.2307,8.4852,8.7256
"ENSG00000134247",11.2805,10.6035,10.6474,9.7498,10.3495,9.9299,10.8794,10.1762
"ENSG00000134248",9.4875,9.7677,9.5251,9.6741,9.5767,9.845,9.3505,9.5845
"ENSG00000134250",13.1461,13.1516,13.5031,13.4912,13.3637,13.4437,13.3455,13.6964
"ENSG00000134253",8.6496,7.7066,8.711,7.9205,8.4759,7.6639,8.7515,7.7412
"ENSG00000134255",9.8982,9.7005,10.0836,9.9681,9.8943,9.6528,9.9813,9.8396
"ENSG00000134259",7.5743,7.3211,8.1553,7.4318,7.6133,7.3096,7.8704,7.6189
"ENSG00000134262",8.2617,8.3181,8.2912,8.2877,8.181,8.2262,8.3042,8.2749
"ENSG00000134265",9.2516,9.549,9.2563,9.5913,9.2329,9.4451,9.0754,9.477
"ENSG00000134278",9.3984,9.4347,9.5799,9.4284,9.906,9.5723,9.8222,9.7252
"ENSG00000134283",9.9278,9.9764,9.9387,10.1224,10.045,10.2033,9.884,10.0583
"ENSG00000134285",8.7787,8.8138,8.6794,8.8253,8.5773,9.1103,8.6634,8.7371
"ENSG00000134287",11.1474,11.2574,11.1645,11.5291,11.0205,11.3098,11.0814,11.2369
"ENSG00000134291",9.455,9.1378,9.6698,9.4787,9.7167,9.6384,9.6306,9.562
"ENSG00000134294",13.7025,14.4767,13.4694,15.1251,13.6691,14.5388,13.5902,15.0578
"ENSG00000134297",7.5635,7.5586,7.5763,7.5764,7.5581,7.628,7.6299,7.5378
"ENSG00000134308",12.8154,12.8496,12.6525,12.8956,12.7117,12.6927,12.7964,12.8609
"ENSG00000134313",11.7658,11.6051,11.7888,11.774,11.8349,11.6821,11.9749,12.0878
"ENSG00000134317",7.495,7.2837,7.9281,7.7253,7.8378,7.8466,7.8619,7.5852
"ENSG00000134318",11.7029,12.5745,11.793,12.5519,11.6854,12.3369,11.9059,12.7097
"ENSG00000134321",7.4452,6.7344,7.1194,6.9757,6.8632,6.8526,7.0595,6.7344
"ENSG00000134324",12.126,12.3526,11.8091,12.7562,11.7171,11.9273,11.9063,12.7975
"ENSG00000134330",9.6733,9.7103,9.6865,9.9462,9.7489,9.8642,9.571,9.6324
"ENSG00000134333",13.4423,13.9773,13.435,13.998,13.3109,14.7505,12.8973,13.8471
"ENSG00000134343",7.4452,7.7373,7.6725,8.0049,7.1601,7.7116,8.1803,7.9596
"ENSG00000134352",15.2913,15.097,15.2834,15.5252,14.8516,15.2084,15.4071,15.5177
"ENSG00000134363",11.6617,9.8966,12.7129,10.7827,12.3071,11.0334,11.905,10.2802
"ENSG00000134369",11.7662,11.4661,12.1081,12.2373,11.8362,12.2172,11.9961,12.0236
"ENSG00000134371",10.0282,10.1849,10.0052,10.3506,10.0309,10.3688,10.0336,10.2078
"ENSG00000134375",9.689,9.8336,9.7715,9.8119,9.7152,10.021,9.6001,9.5138
"ENSG00000134376",7.0428,6.9431,7.2622,6.7344,7.1789,7.0234,7.2366,6.9832
"ENSG00000134419",10.9161,10.9973,10.7436,10.6824,10.7203,10.6519,10.7198,10.5873
"ENSG00000134440",11.4918,11.5858,11.4357,11.5544,11.5081,11.6726,11.4916,11.3643
"ENSG00000134444",9.6907,9.6727,9.6436,9.7649,9.6516,9.7905,9.6446,9.8106
"ENSG00000134452",10.7536,10.865,10.7472,10.7901,10.6699,10.7663,10.6944,10.8366
"ENSG00000134453",10.5045,10.6466,10.51,10.7072,10.5609,10.443,10.5306,10.5303
"ENSG00000134461",8.062,8.0856,7.9825,7.8869,7.9596,7.9179,7.9668,7.9671
"ENSG00000134463",7.8225,8.1132,7.4094,7.3903,7.4445,7.5981,8.0189,8.0732
"ENSG00000134470",9.5212,9.8461,9.2186,9.5654,9.2117,8.7771,9.4843,9.7774
"ENSG00000134480",8.9862,9.3205,8.9878,9.1169,9.2599,9.3591,8.8009,9.121
"ENSG00000134490",8.1229,8.2296,8.1301,8.3031,8.181,8.2763,8.3098,8.451
"ENSG00000134504",8.8288,8.8658,8.83,9.0035,8.6871,8.4831,8.6082,8.964
"ENSG00000134508",9.6993,10.151,9.9171,10.5091,9.868,10.6312,10.1214,11.0336
"ENSG00000134516",8.5141,8.4055,8.7016,8.2877,8.3815,8.3207,8.3535,8.2117
"ENSG00000134531",11.9143,12.4577,11.9957,12.9605,11.8285,12.9133,12.0426,13.113
"ENSG00000134532",8.111,8.416,8.1848,8.6245,8.3011,8.4543,8.0116,8.5165
"ENSG00000134533",7.0103,7.1507,6.9571,6.9757,7.247,7.2051,7.2366,7.3234
"ENSG00000134539",6.9297,6.9899,7.3472,7.1845,7.0978,6.9983,7.2154,7.0554
"ENSG00000134548",7.3627,7.3729,7.3728,7.2973,7.2925,7.175,7.3963,7.2303
"ENSG00000134569",8.0366,7.7956,7.6725,7.4709,8.2003,7.8746,7.7912,7.722
"ENSG00000134574",10.7666,10.519,10.3812,10.1418,10.2698,9.8416,10.1158,9.9947
"ENSG00000134575",9.0514,9.3075,9.5063,9.7972,9.3764,9.5847,9.2158,9.5966
"ENSG00000134590",11.9782,12.1815,12.126,12.1556,11.9002,12.1692,12.0129,12.2377
"ENSG00000134594",7.2666,7.0952,7.2622,6.9757,7.2309,7.2195,7.3645,7.1399
"ENSG00000134597",8.8771,8.7556,8.9547,8.86,9.0217,8.878,9.0754,8.8677
"ENSG00000134602",7.6938,7.8415,7.4768,7.8034,7.9352,8.0833,7.6836,7.76
"ENSG00000134627",8.0683,8.1064,7.8836,8.2317,7.878,7.7441,8.0546,8.4558
"ENSG00000134644",11.3378,11.3517,11.0995,11.2506,11.3385,11.372,11.2195,11.3585
"ENSG00000134668",9.5844,9.5269,9.5046,9.5242,9.3477,9.9947,9.9687,9.6805
"ENSG00000134684",10.5674,10.0912,10.7628,10.036,10.8913,10.2705,10.8345,10.1039
"ENSG00000134686",10.6993,11.9165,10.7472,12.0735,10.8638,12.0079,10.6762,12.1014
"ENSG00000134690",7.4829,7.7473,7.4551,7.4318,7.3207,7.2977,7.5097,7.388
"ENSG00000134697",9.9293,10.5123,9.9055,10.2563,10.1812,10.5582,9.9448,10.1895
"ENSG00000134698",9.6067,9.7431,9.6089,9.9373,9.6043,9.7522,9.6955,9.961
"ENSG00000134716",7.6461,7.5833,7.4979,7.2714,7.3343,7.1903,7.1698,6.9377
"ENSG00000134717",9.8892,9.978,9.926,10.0525,9.9227,9.8941,9.8722,9.9137
"ENSG00000134744",10.0295,9.7733,10.1654,9.8667,10.317,10.01,10.1771,9.8514
"ENSG00000134748",9.3482,9.2514,9.5028,9.3288,9.5045,9.4222,9.3231,9.2919
"ENSG00000134758",8.1521,8.2048,8.1198,8.1107,8.2287,8.1056,8.1803,8.132
"ENSG00000134759",11.0759,10.9178,11.0454,10.9934,11.2112,11.0742,11.0116,11.0041
"ENSG00000134762",7.7121,7.8325,8.4284,9.5062,8.8314,9.7917,8.4947,9.3817
"ENSG00000134769",9.1981,8.7112,8.9547,8.5392,9.4229,8.5948,9.1517,8.6461
"ENSG00000134775",11.1641,11.3961,11.9454,11.7954,11.5667,12.0389,11.4069,11.3207
"ENSG00000134779",11.0973,10.884,11.6525,11.2639,11.2918,11.1279,11.3162,11.1668
"ENSG00000134780",8.3374,7.9671,8.4784,7.9094,8.2003,8.0878,8.5505,8.3026
"ENSG00000134802",9.4915,9.1525,9.0637,9.0843,8.9741,8.6649,9.3231,8.9704
"ENSG00000134809",8.3325,8.4264,8.4934,8.427,8.6903,8.6676,8.2586,8.3188
"ENSG00000134815",8.7229,8.5586,8.5656,8.248,8.8085,8.8333,8.7631,8.512
"ENSG00000134824",11.0414,9.9828,11.1006,10.8993,10.7276,11.4593,10.7291,11.1028
"ENSG00000134825",9.8151,9.7621,9.4555,9.5654,9.3707,9.4051,9.6955,9.648
"ENSG00000134851",10.8449,11.4379,10.7706,11.3071,10.6939,11.3054,10.6273,11.0796
"ENSG00000134852",10.109,10.0882,10.0548,9.8829,10.0309,10.0409,9.9907,10.108
"ENSG00000134853",13.5452,13.8065,13.8583,14.6378,13.5207,13.9438,13.8095,14.5543
"ENSG00000134864",7.7816,7.8504,7.7734,7.852,7.6895,7.6708,7.694,7.8483
"ENSG00000134871",11.5788,12.5393,11.5393,12.1115,11.9288,12.8339,11.3664,12.3003
"ENSG00000134874",10.8294,10.5784,10.8866,10.5787,11.034,10.5602,11.2228,10.7618
"ENSG00000134882",10.3446,10.5484,10.6148,10.6301,10.5706,10.6273,10.4268,10.5282
"ENSG00000134884",11.2101,11.2646,11.1106,11.1761,11.0982,11.154,11.3199,11.3497
"ENSG00000134897",9.3099,9.297,9.3266,9.6361,9.2138,9.2218,9.2348,9.3143
"ENSG00000134899",9.0375,9.0489,9.03,9.2509,9.1461,9.1691,9.1053,9.1238
"ENSG00000134900",10.8999,10.8326,10.7692,10.9427,10.9333,11.2698,10.7374,10.977
"ENSG00000134901",8.8057,8.7517,8.91,8.8253,8.8844,8.6261,8.7821,8.6379
"ENSG00000134905",9.9668,10.422,9.7856,10.0003,10.0774,10.1631,9.8923,10.2349
"ENSG00000134909",9.2705,9.0647,9.2949,9.0381,9.441,9.1276,9.4061,9.2793
"ENSG00000134910",11.761,11.6579,11.822,11.9494,11.7802,12.0014,11.6964,11.6686
"ENSG00000134917",12.2397,12.8236,12.5792,11.9672,13.0079,13.478,11.7012,11.7552
"ENSG00000134954",10.4406,10.3764,9.9748,10.3638,10.2588,10.4725,10.1356,10.3228
"ENSG00000134970",10.9234,10.9605,10.9765,11.4434,10.8189,11.2291,10.9855,11.1221
"ENSG00000134982",10.3738,10.6405,10.3064,10.518,10.4665,10.3169,10.3467,10.6949
"ENSG00000134986",10.0131,9.3613,9.9699,9.2762,9.6328,9.5145,9.5604,9.2537
"ENSG00000134987",10.5238,10.002,10.3324,9.8667,10.5674,10.0577,10.8976,9.9916
"ENSG00000134996",9.2705,9.3127,9.1265,9.2139,9.0044,8.9234,9.0723,9.2171
"ENSG00000135002",9.4133,9.6545,9.7457,9.876,9.6531,9.9181,9.9023,9.8106
"ENSG00000135018",11.0381,11.1858,11.1687,11.3801,11.1198,11.3563,11.0521,11.3147
"ENSG00000135040",9.2634,9.0895,9.2869,9.0843,9.3516,9.2272,9.1345,9.1795
"ENSG00000135045",7.9354,7.9351,7.8022,7.7388,7.9834,7.9073,8.1677,7.8399
"ENSG00000135046",12.9395,13.3643,13.1398,13.671,12.8224,12.9517,13.1367,13.7252
"ENSG00000135047",12.0918,12.3127,12.2712,12.6027,12.6324,12.4271,12.3123,12.531
"ENSG00000135048",9.5769,10.1381,9.8326,10.6437,9.9253,10.7217,9.5939,10.3466
"ENSG00000135049",8.535,8.6481,8.7326,8.8891,8.6646,8.7365,8.6551,8.878
"ENSG00000135052",11.0494,10.8058,11.2734,11.0667,11.407,10.9929,11.2417,10.807
"ENSG00000135069",10.4538,9.632,10.5417,9.5122,9.7704,8.9564,10.1551,8.8362
"ENSG00000135070",9.6556,9.9861,9.7399,10.242,9.6438,10.0751,9.6762,10.1247
"ENSG00000135074",9.6359,9.764,9.7311,10.3802,9.7063,9.7751,9.5773,10.3132
"ENSG00000135077",7.3005,7.4206,7.3203,7.2973,7.3476,7.3328,7.3479,7.1644
"ENSG00000135083",7.0103,7.0639,7.0975,7.0297,7.2925,6.9705,6.9864,6.9377
"ENSG00000135090",10.3674,10.8685,10.4845,10.7341,10.5204,10.7001,10.3991,10.7431
"ENSG00000135093",9.1781,8.7985,8.9853,8.8843,9.2181,8.8523,9.1603,8.9479
"ENSG00000135100",7.2838,7.2219,7.2305,7.0297,7.1405,7.2051,7.1698,7.3234
"ENSG00000135108",10.3866,10.161,10.3093,10.2167,10.2788,10.022,10.2438,10.2814
"ENSG00000135111",11.2963,10.9094,11.0131,10.6968,11.3261,10.6813,10.935,10.7087
"ENSG00000135119",7.1475,7.0639,7.1194,7.0297,7.0745,7.0234,6.88,6.9832
"ENSG00000135124",9.2961,9.1929,9.3633,9.2325,9.0339,9.193,8.8804,9.0357
"ENSG00000135148",10.2684,10.374,10.2427,10.5371,10.4033,9.9906,10.0928,10.2577
"ENSG00000135164",10.2157,10.3243,10.5646,10.6505,10.4196,10.4144,10.4325,10.6101
"ENSG00000135185",8.9021,9.0298,8.6238,9.0508,8.5877,8.7945,8.9115,9.1124
"ENSG00000135205",8.0366,8.0715,7.9647,8.264,8.0124,8.004,8.1093,8.1817
"ENSG00000135211",8.9891,9.0709,8.6921,9.0843,8.4909,8.6512,8.9115,8.925
"ENSG00000135213",10.4467,10.5079,10.4689,10.4391,10.4778,10.7363,10.5517,10.6081
"ENSG00000135218",7.2666,7.3027,7.7511,7.7782,7.5862,7.7049,7.5721,7.6924
"ENSG00000135241",9.9978,10.4558,9.8529,10.3638,9.9925,10.0828,9.8806,10.5621
"ENSG00000135245",8.5717,8.4919,8.1603,8.1198,8.3815,8.9345,8.38,8.2351
"ENSG00000135249",9.0734,8.9537,8.8243,8.9634,9.1028,8.9673,8.9519,8.9957
"ENSG00000135250",10.2145,9.8897,10.1062,10.0668,10.2788,10.1095,10.2294,9.9992
"ENSG00000135253",7.1475,6.9431,6.9571,6.9051,7.1789,7.0234,7.0595,6.8782
"ENSG00000135269",10.2776,10.772,10.7734,10.4076,10.9699,10.5499,10.2015,9.9718
"ENSG00000135272",10.2569,10.6596,10.3151,10.8286,10.4384,10.5582,10.4529,10.8248
"ENSG00000135297",9.1654,9.0394,8.9259,8.8403,9.1416,8.8963,8.9847,8.8983
"ENSG00000135299",7.9565,7.9021,8.1043,8.1288,7.5485,7.3765,8.2231,8.3188
"ENSG00000135312",6.7344,7.0293,6.7344,6.7344,7.022,7.4367,6.88,7.1139
"ENSG00000135314",7.7732,7.8415,7.6807,7.5764,7.5954,7.5177,7.8272,7.6823
"ENSG00000135315",9.0896,8.9401,9.059,8.8453,9.2682,8.9167,9.0904,8.8468
"ENSG00000135316",11.308,11.5121,11.2009,11.458,11.3526,11.5471,11.2668,11.2646
"ENSG00000135317",10.1867,10.3141,10.3748,10.6585,10.3878,10.4273,10.3909,10.4225
"ENSG00000135318",12.3695,11.7926,12.2195,11.1412,12.2073,11.35,12.9408,12.0875
"ENSG00000135334",9.8135,9.922,9.9637,10.0381,10.0613,9.8552,9.9286,9.9407
"ENSG00000135336",9.668,9.6946,9.8502,9.8667,9.8111,9.8232,9.6936,9.738
"ENSG00000135338",8.7406,8.6042,8.6921,8.7793,8.7673,8.5832,8.7515,8.7784
"ENSG00000135341",10.5961,10.5656,10.7184,10.7033,10.908,10.8712,10.6896,10.6459
"ENSG00000135362",7.6844,8.4003,7.8093,8.3484,7.7213,8.5832,7.8619,8.3969
"ENSG00000135365",10.6295,10.3849,10.5622,10.6356,10.7385,10.7514,10.6193,10.5621
"ENSG00000135372",9.8055,9.9371,9.9003,9.8876,9.8439,10.2261,9.9464,9.9563
"ENSG00000135378",7.1475,7.2837,6.9571,7.4516,7.022,7.0881,7.2952,7.5618
"ENSG00000135387",12.6432,12.5281,12.6682,12.4828,12.7131,12.543,12.5047,12.368
"ENSG00000135390",10.9805,11.0764,11.1178,10.8902,11.0544,10.8427,10.9971,10.8779
"ENSG00000135392",9.103,8.9262,9.1013,8.9814,9.2824,9.1728,9.023,9.0538
"ENSG00000135404",14.4555,14.3458,14.4853,14.3984,14.7185,14.5949,14.5205,14.1855
"ENSG00000135407",7.854,8.028,8.0228,8.1642,7.9596,7.8691,7.8619,8.1192
"ENSG00000135414",9.765,9.4155,9.6137,9.3527,9.7048,9.3015,9.6103,9.2944
"ENSG00000135423",7.4053,7.3729,7.6127,7.4896,7.4217,7.4828,7.5353,7.388
"ENSG00000135424",11.4556,10.8857,11.6525,11.2453,10.9226,10.6762,11.6232,11.1035
"ENSG00000135436",7.099,6.9899,7.0218,7.1152,7.0493,7.0881,7.0595,7.1644
"ENSG00000135437",8.1463,8.0572,8.0831,7.5764,7.7959,7.6425,7.9668,7.5001
"ENSG00000135441",8.099,8.0856,7.9029,7.8638,7.7668,7.8466,7.8704,7.7412
"ENSG00000135446",10.7179,10.1932,10.4409,9.6821,10.47,9.7941,10.5528,9.8829
"ENSG00000135451",7.1475,7.1757,7.0742,7.1845,7.0745,7.0881,6.9403,7.0216
"ENSG00000135452",9.1906,9.3179,9.1468,9.5062,9.2181,9.5,9.0355,9.2038
"ENSG00000135454",7.0103,7.1507,6.9571,7.0752,7.1789,7.2334,6.9864,7.0216
"ENSG00000135457",9.5134,9.341,9.5635,9.6579,9.6624,9.5806,9.5562,9.446
"ENSG00000135469",8.2565,8.2952,8.18,8.272,8.1513,7.9542,8.1027,8.0732
"ENSG00000135472",8.9448,8.028,8.4402,7.7652,8.93,8.182,8.4852,7.5736
"ENSG00000135473",9.319,9.6667,9.4394,9.3527,9.2517,9.2846,9.29,9.4347
"ENSG00000135476",7.7816,7.6417,7.7048,7.6834,7.5189,7.7116,7.6299,7.6406
"ENSG00000135480",7.4829,7.9826,8.7539,8.7477,8.0841,9.264,8.1988,8.512
"ENSG00000135482",8.0745,8.0786,7.9883,7.9947,8.0406,7.9744,8.0755,7.9892
"ENSG00000135486",13.6831,13.9448,13.5062,13.6248,13.2749,13.4216,13.3889,13.4647
"ENSG00000135502",7.2487,7.4506,7.3339,7.3457,7.3606,7.4073,7.2154,7.4323
"ENSG00000135503",9.7518,9.9618,9.7208,10.0088,9.7122,10.035,9.7667,9.9931
"ENSG00000135506",12.4359,12.4654,12.6595,12.6099,12.6426,12.5249,12.3987,12.418
"ENSG00000135521",8.73,9.0298,8.9391,9.1526,9.1028,9.2588,8.9184,8.8433
"ENSG00000135525",7.585,7.4931,7.7951,7.6543,7.3733,7.5091,7.836,7.6924
"ENSG00000135535",12.8158,12.6139,12.7364,12.8409,12.8224,12.8305,12.8695,12.7326
"ENSG00000135537",7.8769,7.998,7.8506,7.9741,7.8714,7.8802,7.8619,7.8227
"ENSG00000135540",9.4975,10.0178,9.4028,9.6741,9.769,10.1,9.0964,9.3044
"ENSG00000135541",9.2587,9.0266,9.4609,9.1169,9.5386,9.2075,9.5562,9.1095
"ENSG00000135549",7.0721,6.9899,7.1401,7.0297,7.022,6.8526,7.0595,7.0216
"ENSG00000135587",7.9066,7.9432,7.9404,7.953,7.9951,7.9542,7.9668,7.8227
"ENSG00000135596",10.4619,10.9069,10.3766,10.6942,10.3103,10.5834,10.4211,10.8795
"ENSG00000135597",9.2348,9.1525,9.1356,9.1951,9.3989,9.1161,9.3281,9.1903
"ENSG00000135604",7.0103,7.2434,7.1786,7.8401,7.0493,7.3765,7.0904,7.6512
"ENSG00000135605",7.3167,7.3729,7.5183,7.624,7.398,7.2051,7.5721,7.3566
"ENSG00000135617",8.6868,8.5209,8.3303,8.4476,8.5094,8.0878,8.4462,8.4462
"ENSG00000135622",9.0035,8.7831,8.7896,8.8203,8.8568,8.9737,8.8733,8.8149
"ENSG00000135624",11.3372,11.5335,11.3053,11.3189,11.4092,11.4898,11.2495,11.3344
"ENSG00000135631",11.0367,10.9981,10.906,10.9997,10.7949,10.8844,11.0958,11.0739
"ENSG00000135632",9.4133,9.2811,9.3109,9.1408,9.3085,9.3149,9.4225,9.2355
"ENSG00000135637",8.3472,8.1858,8.1352,8.0543,8.3055,8.2688,8.0755,8.0179
"ENSG00000135643",7.2487,7.3027,7.1598,7.2441,7.0745,7.175,7.2569,7.2696
"ENSG00000135655",9.7617,9.8408,9.78,9.9081,9.9021,9.8653,9.8465,9.7757
"ENSG00000135677",13.0533,12.8616,13.4383,13.3477,13.5095,13.3322,13.2567,13.2262
"ENSG00000135678",9.4835,9.7602,9.0803,10.4669,9.3858,11.1311,9.4061,10.3666
"ENSG00000135679",11.45,10.852,11.4689,10.9128,11.4466,11.0467,11.3346,10.7582
"ENSG00000135686",10.8263,10.9758,10.5935,10.9072,10.6293,10.8466,10.8634,11.1276
"ENSG00000135698",8.8959,9.1872,8.8186,8.7477,8.9943,8.9759,8.5183,8.6865
"ENSG00000135709",10.7454,10.278,10.5687,10.6026,10.5428,9.8787,10.994,11.0796
"ENSG00000135720",11.8806,11.8138,11.7233,11.7765,11.8234,11.8777,11.7461,11.8017
"ENSG00000135722",8.0557,8.05,7.8639,7.8982,7.8241,7.7816,7.8788,7.9135
"ENSG00000135723",9.2915,8.7675,9.0128,8.4544,9.5251,9.0448,9.3155,8.6984
"ENSG00000135736",8.8354,8.8802,8.9338,8.6478,8.7523,8.6512,8.9944,8.8538
"ENSG00000135740",8.1229,8.0926,8.1453,7.9423,8.3055,8.056,8.155,7.9671
"ENSG00000135744",8.7511,7.805,10.5895,9.836,10.657,10.0537,9.3281,8.548
"ENSG00000135747",7.7388,7.6856,7.5947,7.8869,7.6395,7.6778,7.7342,7.7412
"ENSG00000135749",9.5713,9.1229,9.8367,9.3045,9.6913,9.2743,9.8081,9.4188
"ENSG00000135750",7.5743,7.8679,7.2139,7.2714,7.9656,8.0184,7.9436,8.1817
"ENSG00000135763",8.2721,8.452,8.3514,8.399,8.3733,8.6758,8.2986,8.2861
"ENSG00000135766",10.794,10.8406,10.5151,10.7085,10.4873,11.2126,10.772,10.7359
"ENSG00000135775",9.303,9.0926,9.3422,9.2618,9.5335,9.4765,9.4319,9.098
"ENSG00000135776",8.8483,8.984,8.8157,9.1007,8.7762,9.0448,8.852,9.0951
"ENSG00000135778",10.1231,9.6484,9.7757,9.4756,9.7489,9.5696,9.8973,9.5946
"ENSG00000135801",8.8057,9.0987,8.8665,9.1169,9.0068,9.2794,8.7122,9.0205
"ENSG00000135821",12.3328,15.3798,12.1128,15.0265,12.1953,14.1095,11.9481,15.51
"ENSG00000135823",9.8293,9.8725,9.7828,10.3306,9.7241,10.2226,9.7667,10.1561
"ENSG00000135828",9.1956,9.1758,9.4249,9.4155,8.502,8.5803,9.1546,9.2691
"ENSG00000135829",11.936,11.9885,11.806,11.7347,11.9069,11.8976,11.7347,11.6812
"ENSG00000135835",9.1806,9.1229,9.1174,9.1088,9.0795,9.0243,9.1574,9.246
"ENSG00000135837",11.2349,11.2789,11.3963,11.393,11.4736,11.5451,11.4976,11.6798
"ENSG00000135838",7.6162,7.9351,7.5763,7.8401,7.8101,7.9073,7.5478,7.7316
"ENSG00000135842",11.4691,10.7711,11.5895,11.1132,10.7563,9.9405,11.8372,11.1547
"ENSG00000135845",8.7615,9.0169,8.872,9.1989,9.0019,9.0468,9.0135,9.1795
"ENSG00000135847",9.995,9.6707,9.8435,9.625,9.9717,9.7583,9.8204,9.5265
"ENSG00000135862",14.4793,15.4366,14.6806,15.3431,14.7476,15.3364,14.4961,15.4955
"ENSG00000135870",9.7165,9.7545,9.5897,9.8899,9.769,9.8393,9.6565,9.9137
"ENSG00000135899",9.3348,9.6443,9.3383,9.8853,9.3707,9.402,9.4155,10.0612
"ENSG00000135900",8.9977,8.9774,9.059,9.1128,9.0143,9.0013,8.8943,9.0327
"ENSG00000135905",9.5882,9.7789,9.0614,9.1487,9.5148,9.3445,9.6346,9.6047
"ENSG00000135912",8.6794,8.6086,8.4746,8.5826,8.7278,8.9054,8.7897,8.6624
"ENSG00000135913",8.1805,8.0354,8.1945,7.9423,8.2287,8.3423,8.241,8.025
"ENSG00000135914",7.1241,7.0293,7.3203,7.2973,7.0978,7.1903,7.2366,7.0554
"ENSG00000135916",11.8776,11.8129,11.8193,11.7917,12.0828,12.1244,11.9984,11.9551
"ENSG00000135917",7.5525,8.0856,7.4768,7.6834,7.3858,7.6056,7.4265,8.1192
"ENSG00000135919",13.072,12.1742,14.193,13.6087,13.1304,12.7208,13.2592,12.7156
"ENSG00000135924",11.253,11.0278,11.0232,10.844,11.0497,10.8974,11.1137,10.8273
"ENSG00000135926",12.2446,12.6579,12.0773,12.8019,12.0502,12.3399,12.1729,12.7956
"ENSG00000135929",10.194,9.9973,10.2659,10.3255,10.3276,10.3013,10.6083,10.5702
"ENSG00000135930",10.1345,10.3958,10.3766,10.5773,10.3034,10.4519,10.12,10.3035
"ENSG00000135931",9.5656,9.6006,10.1888,11.0279,9.9998,10.5955,10.137,10.3549
"ENSG00000135932",10.9058,11.0802,10.6649,11.0667,10.6714,10.7442,10.6953,11.1159
"ENSG00000135940",10.1683,10.3715,10.3467,10.3356,10.2738,10.4725,10.2188,10.133
"ENSG00000135945",9.2539,9.0987,9.2016,9.1487,9.3204,9.1064,9.3206,9.1957
"ENSG00000135951",7.495,7.465,7.5183,7.5256,7.6133,7.427,7.6732,7.672
"ENSG00000135953",8.4886,8.3517,8.6568,8.6245,8.4257,8.5417,8.5089,8.6825
"ENSG00000135956",11.0719,11.2996,11.157,11.521,11.244,11.498,11.1956,11.6067
"ENSG00000135966",9.7079,9.8319,9.5619,9.7293,9.6531,9.8081,9.8204,9.9121
"ENSG00000135968",10.586,10.4922,10.5935,10.4715,10.8815,10.8223,10.4563,10.3736
"ENSG00000135972",8.6306,8.4771,8.6304,8.6593,8.7092,8.6233,8.546,8.4889
"ENSG00000135974",9.4835,9.4513,9.5469,9.4756,9.5285,9.5015,9.5562,9.4966
"ENSG00000135976",9.3122,8.9332,9.4139,8.9221,9.4063,9.1006,9.3942,9.0776
"ENSG00000135999",9.6341,9.5291,9.7001,9.6138,9.7093,9.5874,9.7372,9.6805
"ENSG00000136002",7.4189,7.4792,7.5183,7.4709,7.3733,7.3213,7.5601,7.2881
"ENSG00000136003",11.6251,11.6302,11.4166,11.4557,11.5065,11.2083,11.2687,11.2191
"ENSG00000136010",11.2035,10.9862,11.3706,10.9934,11.0538,11.0627,11.5351,11.1324
"ENSG00000136014",8.6113,8.7675,8.5118,8.8843,8.3484,8.762,8.688,8.925
"ENSG00000136021",10.3898,10.3205,10.4032,10.4761,10.4322,10.3538,10.4807,10.5052
"ENSG00000136026",12.1373,11.7862,12.155,12.036,12.3521,12.2189,12.0822,11.7653
